code,kind,name_en,name_ar,summary,pdf_link,estimated_cost,estimated_time,required_documents,step_by_step_guide,issuing_authorities,notes,estimated_cost_ar,estimated_time_ar,required_documents_ar,step_by_step_guide_ar,issuing_authorities_ar,notes_ar
REG-059,regulation,Technical Regulation for Leather Products,اللائحة الفنية للمنتجات الجلدية,"The Saudi Technical Regulation for Leather Products (م.إ-١٧٩-٢١-٠٩-٠٣), approved January 2021 and published July 2021, establishes mandatory safety, chemical, labeling, and conformity assessment requirements for all natural and synthetic leather products and leather goods sold in Saudi Arabia, excluding footwear and raw pre-tanned animal hides. Key requirements include limits on hazardous substances (Chromium VI, aromatic amines, formaldehyde, chlorinated phenols, harmful dyes), prohibition on endangered or Islamically-forbidden animal hides, environmental management system certification (ISO 14001), and Arabic-language labeling. Children's leather products (under 36 months) require Type 3 conformity assessment (production process surveillance by accepted body), while other products require Type 1a (type approval). Both require a Supplier Declaration of Conformity. The regulation covers 18 HS code categories from chapters 41, 42, 43, 65, and 91.

---",,,,,,,,,,,,,
REG-060,regulation,Technical Regulation for Food Safety in Kitchen Tools and Appliances,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"This is the Technical Regulation for Food Safety in Kitchen Tools and Appliances (م.إ-١٧١-١٩-٠٦-٠٤), issued by SASO (Board Meeting 171, June 2019) with Amendment 1 published January 2021. It covers all kitchen tools and appliances that directly or potentially contact food during preparation, serving, and storage, as listed in Annex 2. The regulation requires that food-contact materials do not transfer harmful components to food, comply with the referenced Saudi and international standards in Annex 2-أ, and meet food safety, packaging, labeling, and traceability requirements. Suppliers must obtain a Type 3 conformity certificate (per ISO/IEC 17067) from an SASO-accepted body based on a certified Product Safety Management System. Products must display the food contact symbol (Annex 3) and carry Arabic labeling including usage warnings and QR code for traceability. Products covered include plastics tableware and containers (HS 3924), wooden kitchen tools (HS 4419), paper and board products (HS 4811, 4823), ceramic and porcelain ware (HS 6911, 6912), nickel and aluminum utensils (HS 7508, 7615), tin-ware and metal closures (HS 8007, 8309), and manual kitchen tools and food processing machines (HS 8205, 8208, 8215, 8435, 8438).

---",,,,,,,,,,,,,
REG-061,regulation,,قائمة المواصفات المتعلقة بتطبيق اللائحة الفنية للمركبات ذاتية القيادة,"This is the official SASO-approved list of standards relevant to implementing the Technical Regulation for Autonomous Vehicles (document reference م.إ-٢٠٩-٢٥-٠٤-٠٣-٠١), approved at SASO Board of Directors Meeting No. 209 on 22/01/1447H (17/07/2025). The list contains 171 standards spanning functional safety, automated driving systems, cybersecurity, structural safety, tyres, braking, lighting, emissions, and ICT/telematics. Compliance with these standards is deemed sufficient evidence of conformity with the essential requirements of the autonomous vehicles regulation. Manufacturers may adopt alternative technical solutions with SASO approval. The list is subject to periodic review and update.

---",,,,,,,,,,,,,
REG-062,regulation,Technical Regulation for Fire Fighting Equipment and Materials,اللائحة الفنية لمعدات ومواد مكافحة الحرائق,"This technical regulation (م.إ-172-19-04-02) issued by SASO establishes mandatory requirements for fire fighting equipment and materials sold in Saudi Arabia, covering intervention and extinguishing equipment, fire pumps, extinguishing materials, and their parts and accessories. Fire alarm and suppression systems are excluded. Suppliers must ensure products conform to the referenced SASO standards (Annex 1), obtain a conformity certificate from a SASO-accepted body via Type 3 assessment (product safety management system evaluation per ISO/IEC 17067), maintain a technical file including risk assessment and supplier declaration, and comply with labeling and packaging requirements. Market surveillance authorities and regulatory bodies have powers to sample, inspect, and withdraw non-compliant products. Non-compliance is subject to penalties under the Commercial Fraud Law.

---",,,,,,,,,,,,,
REG-063,regulation,Technical Regulation for Electronic Devices Used in Electronic Smoking Systems,اللائحة الفنية للأجهزة الإلكترونية المستخدمة في نظم التدخين الإلكتروني,"This technical regulation (م.إ-172-19-04-03), issued by SASO and published November 2019, establishes mandatory safety, technical, and conformity assessment requirements for electronic devices used in electronic smoking systems (e-cigarettes, e-hookahs, vaping devices) under HS code 8543. Suppliers must obtain a national conformity certificate via the IECEE program from an SASO-accepted body and provide a supplier declaration of conformity. Products must comply with 13 referenced IEC/ISO/CISPR/GSO standards covering electrical safety, battery safety, EMC, and hazardous substance restrictions. Labeling must be in Arabic and/or English and include technical specs, traceability QR codes, and health warnings per SFDA requirements. Liquid/tobacco refill packaging is subject to SFDA requirements. Non-compliant products are subject to market withdrawal, recall, and penalties under applicable Saudi laws.

---",,,,,,,,,,,,,
REG-064,regulation,Technical Regulation for Motorcycles,اللائحة الفنية للدراجات الآلية,"This technical regulation (م.إ-١٧٣-١٩-٠٤-٠٢) issued by SASO establishes mandatory safety and administrative requirements for motorcycles (الدراجات الآلية) sold in Saudi Arabia, covering categories UTV, ATV, L1eB, L3eA, L5eA, and L2eP including their electric equivalents. The regulation covers combustion engine and electric motorcycles used on public roads and off-road. Excluded products include three-wheeled cargo motorcycles (Toktok), slingshot vehicles, certain used motorcycles, and children's toy vehicles. Suppliers must obtain a Gulf Conformity Certificate for combustion engine motorcycles, or a SASO conformity certificate for electric motorcycles, per model. A technical file including supplier declaration, risk assessment, and Gulf registration documents must accompany products. The regulation references 77 standards covering safety, emissions, noise, braking, lighting, tires, VIN, and electric propulsion. Market surveillance and regulatory authorities have powers to sample, test, and withdraw non-compliant products. Penalties follow the commercial fraud prevention system.

---",,,,,,,,,,,,,
REG-065,regulation,Technical Regulation for Trailers and Semi-Trailers,اللائحة الفنية للمقطورات ونصف المقطورات,"This technical regulation establishes mandatory requirements for all trailers and semi-trailers (HS 8716) manufactured locally or imported into Saudi Arabia, excluding military-specific variants. It covers technical requirements for dimensions/weights, VIN numbering, lighting and reflectors, towing systems, underrun protection barriers, and general safety. Suppliers must obtain a conformity certificate from a SASO-accepted body using Type 3 assessment per ISO/IEC 17067, which involves type approval combined with certification of a Product Safety Management System and periodic surveillance. Trailers must carry a data plate per Annex 2, and suppliers must maintain a technical file with risk assessment and design documents for at least 10 years. Key standards include SASO 2910 (general trailer requirements) and GSO 1780/1781/1782 (VIN requirements). Regulatory oversight is shared between SASO, traffic authorities (licensing), and the Ministry of Transport (transport activity licensing). A 6-month transition period was granted from the official gazette publication date.

---",,,,,,,,,,,,,
REG-066,regulation,Technical Regulation for Fireworks,اللائحة الفنية للألعاب النارية,"This technical regulation (م.إ-172-19-02-01) issued by SASO establishes mandatory safety and quality requirements for professional-use fireworks (HS codes 3604 and 9505) intended for celebrations and festivals in Saudi Arabia. Suppliers must obtain necessary permits from competent authorities, ensure fireworks meet technical requirements per referenced NFPA and ISO standards, and implement an environmental management system. Products must carry Arabic-language labeling with safety warnings, usage instructions, and expiry dates. Conformity assessment follows Type 3 per ISO/IEC 17067, requiring suppliers to obtain a conformity certificate from a SASO-accepted body based on evaluation of a certified Product Safety Management System, factory audit, and periodic surveillance. Suppliers must maintain a Declaration of Conformity and technical file (including risk assessment) available for at least 10 years. Non-compliant products are subject to withdrawal, recall, and penalties under Saudi commercial fraud regulations. The regulation entered into force with a 90-day transition period from publication in the Official Gazette.

---",,,,,,,,,,,,,
REG-067,regulation,,اللائحة العامة لشهادات المطابقة للمنتجات والخدمات,"This is a general administrative/procedural regulation issued by SASO (approved at Board Meeting No. 187, dated 10/03/1444H / 06/10/2022, published in the Official Gazette on 29/06/1444H). It establishes the general framework, procedures, and requirements for obtaining, maintaining, suspending, and revoking conformity certificates for products and services in Saudi Arabia. It applies to all establishments, individuals, and centers seeking conformity certificates from SASO or SASO-delegated certification bodies. It excludes: (1) Saudi Quality Mark licensing; (2) Conformity certificates for food, pharmaceuticals, cosmetics, and medical devices not under SASO jurisdiction. The regulation covers the full certificate lifecycle: application, document review, auditing, testing, issuance, changes notification, scope expansion, suspension/revocation, appeals, and financial costs. Certificate validity is one year or as specified in the relevant technical regulation. This regulation does not cover specific product categories or HS codes — those are defined in individual product-specific technical regulations.

---",,,,,,,,,,,,,
REG-068,regulation,,لائحة إصدار شهادات مطابقة وفق نظم تقويم المطابقة للجنة الدولية الكهروتقنية (IEC),"This is a procedural regulation (Third Edition, published 23/02/2024) issued by SASO governing the issuance of conformity certificates under IEC conformity assessment programs. SASO serves as the Saudi National Certification Body (SNCB) and recognized NCB member for IECEE, IECEx, and IECRE programs. The regulation covers: electrotechnical equipment and components (IECEE), equipment for explosive atmospheres (IECEx/ATEX via SASOEX certificate), and renewable energy systems/equipment (IECRE/SASORE). It defines six certificate types, their respective documentation requirements, the step-by-step certification process (application, review, testing/inspection, technical study, review committee, issuance), conditions for suspension/cancellation, responsibilities, confidentiality obligations, and fee structures. Certificate validity is 1 or 3 years depending on the grant program. The regulation does not specify product HS codes or product-specific technical standards, which are contained in separate grant program documents.

---",,,,,,,,,,,,,
REG_METROLOGY_1,regulation,,ملحق رقم (1) للائحة التنفيذية لنظام القياس والمعايرة: الاشتراطات الفنية لمضخات الوقود,Certificate/Requirement code: REG_METROLOGY_1,,,,,,,,,,,,,
REG_METROLOGY_2,regulation,,ملحق رقم (2) للائحة التنفيذية لنظام القياس والمعايرة: الاشتراطات الفنية للموازين غير التلقائية,Certificate/Requirement code: REG_METROLOGY_2,,,,,,,,,,,,,
REG_METROLOGY_3,regulation,,ملحق رقم (3) للائحة التنفيذية لنظام القياس والمعايرة: الاشتراطات الفنية لعدادات الطاقة الكهربائية الفعالة,Certificate/Requirement code: REG_METROLOGY_3,,,,,,,,,,,,,
REG_METROLOGY_4,regulation,,ملحق رقم (4) للائحة التنفيذية لنظام القياس والمعايرة: الاشتراطات الفنية لعدادات المياه,Certificate/Requirement code: REG_METROLOGY_4,,,,,,,,,,,,,
REG_TIRES,regulation,,اللائحة الفنية الخليجية للاطارات,Certificate/Requirement code: REG_TIRES,,,,,,,,,,,,,
BIO_PLAST,cert_option,Biodegradable Plastic Certification,شهادة المنتجات البلاستيكية القابلة للتحلل,Saudi certification for oxo-biodegradable plastic products.,,"Document Review: 2,500 SAR
Application: 1,000 SAR
Total: 3,500 SAR",,"Prerequisites:
- Test report (valid for one year)
- Application form
- Statistical data
- Industrial license
- Commercial register
- Invoice of the raw materials
- ISO 14001 certificate

Application forms:
- Declaration of Conformity","1. Log in to the JEEM1 portal
2. Click the green ""Apply"" button
3. Select ""OXO Bio"" certificate
4. Choose whether the applicant is foreign, local, or importer
5. Fill in the applicant information
6. Upload the documents
7. In the final notes section, write: ""Please send the application to RACS to review""
8. Submit the application",Jeem1 (SASO OXO Bio certification),,"مراجعة الوثائق: 2,500 ريال سعودي
التقديم: 1,000 ريال سعودي
الإجمالي: 3,500 ريال سعودي",,"المتطلبات الأساسية:
- تقرير اختبار (ساري لمدة سنة واحدة)
- نموذج الطلب
- بيانات إحصائية
- ترخيص صناعي
- السجل التجاري
- فاتورة المواد الخام
- شهادة ISO 14001

نماذج التقديم:
- إقرار المطابقة","1. تسجيل الدخول إلى بوابة Jeem1
2. النقر على زر ""التقديم"" الأخضر
3. اختيار شهادة OXO Bio
4. تحديد ما إذا كان مقدم الطلب أجنبياً أو محلياً أو مستورداً
5. تعبئة بيانات مقدم الطلب
6. تحميل المستندات
7. في خانة الملاحظات الأخيرة، اكتب: ""يرجى إرسال الطلب إلى RACS للمراجعة""
8. تقديم الطلب",Jeem1 (شهادة OXO Bio من SASO),
CITC_CONF,cert_option,CITC Conformity,موافقة هيئة الاتصالات,CITC conformity approval for telecom and RF devices.,,,,,,,,,,,,,
COC,cert_option,Product Certificate of Conformity,شهادة مطابقة منتج,"COC (Certificate of Conformity) is a conformity assessment certificate issued by SASO or accredited third parties for products conforming to Saudi technical regulations. Type 3 model per ISO/IEC 17067: manufacturer declares conformity and submits products for mandatory initial type testing by registered laboratory. No ongoing testing required. Certificate confirms product compliance with technical requirements, safety standards, and applicable ISO/EN standards. Valid throughout product lifetime unless product changes require re-testing.",Regulations/REG-067-اللائحة العامة لشهادات المطابقة للمنتجات والخدمات.pdf,"Document Review: 900 SAR
Factory Audit: 1,200 SAR
Total: 2,100 SAR","30-90 days (type testing: 15-45 days, documentation review and COC issuance: 15-30 days)","Prerequisites:
- Test report from a third-party lab accredited to ISO 17025
- Technical Data Sheet (TDS)
- Material Safety Data Sheet (MSDS) for chemical products
- ISO certificate
- Product photos
- Marking label photo

Application forms:
- Risk Assessment
- Request for Certification (RFC)
- Manufacturer Declaration
- Supplier Declaration (General Condition)","1. Log in to the SABER portal
2. Add the products by their HS code
3. Apply for CoC
4. Fill in the product information
5. Add the models and barcodes
6. Choose RACS from the manufacturer location
7. Submit the request",SABER portal (SASO accredited conformity bodies),,"مراجعة الوثائق: 900 ريال سعودي
تدقيق المصنع: 1,200 ريال سعودي
الإجمالي: 2,100 ريال سعودي",,"المتطلبات الأساسية:
- تقرير اختبار من مختبر طرف ثالث معتمد ISO 17025
- صحيفة البيانات الفنية (TDS)
- صحيفة بيانات سلامة المواد (MSDS) للمنتجات الكيميائية
- شهادة ISO
- صور المنتج
- صورة بطاقة العلامة (Marking Label)

نماذج التقديم:
- تقييم المخاطر
- طلب شهادة المطابقة (RFC)
- إقرار الصانع
- إقرار المورد (الشروط العامة)","1. تسجيل الدخول إلى بوابة سابر (SABER)
2. إضافة المنتجات برمز HS الخاص بها
3. التقدم بطلب شهادة CoC
4. تعبئة معلومات المنتج
5. إضافة الموديلات والباركودات
6. اختيار RACS كموقع للصانع
7. تقديم الطلب",بوابة سابر (هيئات تقييم المطابقة المعتمدة من SASO),
COC_CST,cert_option,CITC Communications CoC,شهادة مطابقة هيئة الاتصالات,Communications CoC issued by CITC for ICT and telecom devices.,,,,"Prerequisites:
- Detailed report on electrical and mechanical testing results
- Radio / wireless performance report
- EMC (Electromagnetic Compatibility) test report
- Core technical documents (schematics, component specifications)
- User manuals","1. Product requirement analysis
2. Technical document preparation
3. SABER platform registration
4. Coordination with accredited conformity bodies
5. Application follow-up to certificate issuance
6. Post-certification consultation",SABER portal (CITC accreditation),,,,"المتطلبات الأساسية:
- تقرير مفصل عن نتائج الاختبارات الكهربائية والميكانيكية
- تقرير أداء الراديو / اللاسلكي
- تقرير اختبار التوافق الكهرومغناطيسي (EMC)
- المستندات التقنية الأساسية (المخططات، مواصفات المكونات)
- أدلة المستخدم","1. تحليل متطلبات المنتج
2. تحضير المستندات التقنية
3. التسجيل في منصة سابر
4. التنسيق مع هيئات المطابقة المعتمدة
5. متابعة الطلب حتى إصدار الشهادة
6. استشارة ما بعد الشهادة",بوابة سابر (اعتماد هيئة الاتصالات والفضاء والتقنية),
GCTS,cert_option,Gulf Conformity Tracking System Certificate,شهادة تتبع المطابقة الخليجية,GCC Conformity Tracking System certificate (commonly required for children's toys).,,,,,,,,,,,,,
G_MARK,cert_option,Gulf Mark (G-Mark),علامة المطابقة الخليجية,Gulf conformity mark for products covered by GSO technical regulations (toys low-voltage etc.).,,"Per Test Report:
CBS (Conformity Body Service): 2,000 SAR
GSO standards subscription: 500 SAR/year (3 to 5 years)",,"Prerequisites:
- Valid Industry/Trade License
- Test Reports from third-party accredited laboratories, within 3 years of application date
- Product Identity Declaration (PID) form
- Technical File containing:
  * General description of the products
  * Detailed description with conceptual design and manufacturing drawings
  * Descriptions and explanations of the drawings and the operation of the electrical equipment
  * Addresses of manufacture and storage sites
  * List of Gulf or IEC Standards applied (in full or in part)
  * Design calculation results and examinations carried out
  * Copy of the Gulf-type examination certificate and description of the manufacturer's adopted solutions
  * Internal test report

Application forms:
- Declaration of Conformity by the applicant on the official applicant letterhead
- ISO / Government Accreditation or Notified Bodies that used EN Standards for tests","1. Submit the required documents to RACS
2. The RACS technical team reviews the documents
3. If they satisfy the requirements, RACS issues the certificate within 3 to 5 working days",GSO (Gulf Standardization Organization),,"لكل تقرير اختبار:
خدمة هيئة المطابقة (CBS): 2,000 ريال سعودي
اشتراك معايير GSO: 500 ريال سعودي سنوياً (3 إلى 5 سنوات)",,"المتطلبات الأساسية:
- ترخيص صناعي / تجاري ساري المفعول
- تقارير اختبار من مختبرات معتمدة من طرف ثالث، وفي حدود 3 سنوات من تاريخ التقديم
- نموذج تعريف هوية المنتج (PID)
- ملف تقني يشمل:
  * وصف عام للمنتجات
  * وصف تفصيلي مع التصميم المفاهيمي ومخططات التصنيع
  * الأوصاف والشروحات اللازمة لفهم تلك المخططات وتشغيل الأجهزة الكهربائية
  * عناوين مواقع التصنيع والتخزين
  * قائمة المواصفات الخليجية أو IEC المطبقة (كلياً أو جزئياً)
  * نتائج حسابات التصميم والاختبارات التي تم إجراؤها
  * نسخة من شهادة الفحص النوعي الخليجية ووصف الحلول المعتمدة من الصانع
  * تقرير اختبار داخلي

نماذج التقديم:
- إقرار المطابقة من مقدم الطلب على ورقة رسمية بترويسة المتقدم
- اعتماد ISO / حكومي أو الهيئات المخوّلة باستخدام معايير EN في الاختبارات","1. تقديم المستندات المطلوبة إلى RACS
2. يقوم فريق RACS التقني بمراجعة الوثائق
3. إذا استوفت المتطلبات، تُصدر RACS الشهادة خلال 3 إلى 5 أيام عمل",هيئة التقييس لدول الخليج (GSO),
QM,cert_option,Quality Mark Certificate,شهادة علامة الجودة,QM (Saudi Quality Mark) is SASO's licensing program for products and goods meeting Saudi and Gulf technical standards. It certifies that applicant establishments maintain effective quality management systems ensuring continuous production of conforming products. Granting body (SASO Certification Department) conducts initial quality system audits and mandatory product testing at specified pressure/condition levels. The program covers wide range of products subject to Saudi technical regulations and requires 3-year renewable licenses with ongoing surveillance.,Regulations/REG-004-اللائحة العامة لعلامة الجودة السعودية.pdf,"Document Review: 12,500 SAR
Factory Audit: 18,000 SAR
Application: 3,000 SAR
Committee Review: 7,500 SAR
Certificate Usage: 15,000 SAR
Total: ~56,000 SAR","90-150 days (testing: 30-60 days, audit and review: 30-60 days, administrative processing: 30 days)","Prerequisites:
- Industrial license
- Organizational structure
- Quality manual or quality management system documentation
- Product catalogues
- ISO quality certificates
- Factory location (Google Maps link + full address in PDF)
- Quality control plan
- Self-monitoring (internal test reports) for the last three months
- Complete test report from an ISO/IEC 17025-accredited laboratory, including lab accreditation scope
- Barcode certificate
- Brand registration certificate
- Commercial registration / business license

Application forms:
- Regulation document (signed and stamped on the first page)
- Grant procedure (signed and stamped on the first page)
- SQM contract (completed, signed, and stamped on all pages)
- Application form (completed, signed, and stamped on all pages)","1. Log in to the Jeem1 portal
2. Click the green ""Apply"" button
3. Select ""New Quality Mark Certificate""
4. Check the commitment box and proceed to the next step
5. Fill in the factory details
6. Upload all required documents
7. Add your products
8. Add the tests required and the applicable standard (internal and external)
9. In the final notes section, write: ""Please send the application to RACS to review""
10. Submit the application",Jeem1 (SASO Quality Mark department),Document and audit costs depend on the scope criteria.,"مراجعة الوثائق: 12,500 ريال سعودي
تدقيق المصنع: 18,000 ريال سعودي
التقديم: 3,000 ريال سعودي
مراجعة اللجنة: 7,500 ريال سعودي
تكلفة استخدام الشهادة: 15,000 ريال سعودي
الإجمالي: ~56,000 ريال سعودي",,"المتطلبات الأساسية:
- ترخيص صناعي
- الهيكل التنظيمي
- دليل الجودة أو وثائق نظام إدارة الجودة
- كتالوجات المنتجات
- شهادات الجودة ISO
- موقع المصنع (رابط Google Maps والعنوان الكامل بصيغة PDF)
- خطة مراقبة الجودة
- المراقبة الذاتية (تقارير اختبار داخلية) لآخر ثلاثة أشهر
- تقرير اختبار كامل من مختبر معتمد ISO/IEC 17025 يشمل نطاق اعتماد المختبر
- شهادة الباركود
- شهادة تسجيل العلامة التجارية
- السجل التجاري / الترخيص التجاري

نماذج التقديم:
- وثيقة اللائحة (موقّعة ومختومة على الصفحة الأولى)
- إجراء المنح (موقّع ومختوم على الصفحة الأولى)
- عقد علامة الجودة SQM (مكتمل وموقّع ومختوم على جميع الصفحات)
- نموذج الطلب (مكتمل وموقّع ومختوم على جميع الصفحات)","1. تسجيل الدخول إلى بوابة Jeem1
2. النقر على زر ""التقديم"" الأخضر
3. اختيار ""شهادة علامة الجودة الجديدة""
4. تأكيد صندوق الالتزام والانتقال إلى الخطوة التالية
5. تعبئة بيانات المصنع
6. تحميل جميع المستندات المطلوبة
7. إضافة منتجاتك
8. إضافة الاختبارات المطلوبة والمواصفة (الداخلية والخارجية)
9. في خانة الملاحظات الأخيرة، اكتب: ""يرجى إرسال الطلب إلى RACS للمراجعة""
10. تقديم الطلب",Jeem1 (إدارة علامة الجودة السعودية - SASO),تعتمد تكاليف الوثائق والتدقيق على معايير النطاق.
SASOEX,cert_option,SASO Exemption,استثناء سابر,Documented SASO exemption applicable to specific HS codes.,,"Document Review: 2,500 SAR
Application: 1,000 SAR
Total: 3,500 SAR",,"Prerequisites:
- IECEx test certificate along with the corresponding IECEx test report (cover and detailed copy)
- Valid and latest Quality Assessment Report (QAR) summary and detailed copy
- Arabic user manual
- Rated label for every model
- Application form (signed, stamped, with numbers typed in English instead of mixed Arabic/English)
- Manufacturer DOC (Declaration of Conformity)

Optional / conditional:
- EER (Energy Efficiency Certificate) if applicable
- Plug Test Report per SASO 2203 with plug declaration (if applicable)","1. Send the request to the SASO representative
2. Fill in the form
3. SASO issues an application invoice
4. RACS receives the application and initiates document review
5. RACS sends recommendations to SASO (the authority)
6. The certificate is granted",SASO E-Services portal,,"مراجعة الوثائق: 2,500 ريال سعودي
التقديم: 1,000 ريال سعودي
الإجمالي: 3,500 ريال سعودي",,"المتطلبات الأساسية:
- شهادة اختبار IECEx مع تقرير الاختبار المقابل (الغلاف والنسخة التفصيلية)
- ملخص ونسخة تفصيلية من تقرير تقييم الجودة (QAR) صالح وحديث
- دليل المستخدم باللغة العربية
- بطاقة التصنيف لكل موديل
- نموذج الطلب (موقّع ومختوم، مع كتابة الأرقام بالإنجليزية بدلاً من المختلطة عربي/إنجليزي)
- إقرار المطابقة من الصانع (DOC)

اختياري / حسب الحالة:
- شهادة كفاءة الطاقة (EER) إذا أمكن
- تقرير اختبار القابس وفق SASO 2203 مع إقرار القابس (إذا أمكن)","1. إرسال الطلب إلى ممثل SASO
2. تعبئة النموذج
3. تصدر SASO فاتورة الطلب
4. تستلم RACS الطلب وتبدأ مراجعة الوثائق
5. ترسل RACS التوصيات إلى SASO (السلطة)
6. منح الشهادة",بوابة SASO E-Services,
SELF_DEC,cert_option,Supplier Self-Declaration,إقرار ذاتي للمورد,Supplier's self-declaration of conformity — used for low-risk and non-regulated products.,,Free,,No prerequisites — Self-Declaration is filed by the supplier with their own attestation of conformity. The portal generates the certificate immediately upon submission.,"1. Log in to the SABER electronic platform
2. Select ""Self Declaration Issuance""
3. Select the product
4. Add the model number
5. Request the Self Declaration certificate",SABER portal (Self-Declaration scheme),,مجاني,,لا توجد متطلبات مسبقة — يقدم المورد الإعلان الذاتي بإقرار شخصي للمطابقة. تصدر المنصة الشهادة فور التقديم.,"1. تسجيل الدخول إلى منصة سابر الإلكترونية
2. اختيار ""إصدار الإعلان الذاتي""
3. تحديد المنتج
4. إضافة رقم الموديل
5. طلب شهادة الإعلان الذاتي",بوابة سابر (مسار الإعلان الذاتي),
TYPE_APP,cert_option,Type Approval,موافقة على النوع,Type approval (e.g. radio-frequency devices via CITC).,,"Document Review: 2,000 SAR
Factory Audit (outside Riyadh): 2,000 SAR
Factory Audit (inside Riyadh): 1,000 SAR",,"Prerequisites:
- Valid commercial registration certificate issued to the importer in Saudi Arabia
- Valid test report (within a 3-year validity period) issued by an ISO/IEC 17025-accredited laboratory
- User manual / instructions in Arabic + English, or Arabic only
- Clear product photos
- Data Sheet

Application forms:
- Completed Supplier Declaration Form
- Completed Supplier Application Form","1. Log in to the JEEM1 portal
2. Click the green ""Apply"" button
3. Select ""Type Approval"" or ""Production Line"" certificate
4. Fill in the applicant information
5. Upload the documents
6. In the final notes section, write: ""Please send the application to RACS to review""
7. Submit the application",Jeem1 (SASO certification platform),"Additional supporting documents: ISO 9001 certificate, Risk Assessment form.","مراجعة الوثائق: 2,000 ريال سعودي
تدقيق المصنع (خارج الرياض): 2,000 ريال سعودي
تدقيق المصنع (داخل الرياض): 1,000 ريال سعودي",,"المتطلبات الأساسية:
- شهادة تسجيل تجاري سارية المفعول للمستورد في المملكة العربية السعودية
- تقرير اختبار ساري (ضمن صلاحية 3 سنوات) من مختبر معتمد ISO/IEC 17025
- دليل المستخدم / التعليمات بالعربية والإنجليزية أو العربية فقط
- صور واضحة للمنتج
- صحيفة البيانات (Data Sheet)

نماذج التقديم:
- نموذج إقرار المورد مكتمل
- نموذج طلب المورد مكتمل","1. تسجيل الدخول إلى بوابة Jeem1
2. النقر على زر ""التقديم"" الأخضر
3. اختيار شهادة اعتماد النوع أو شهادة خط الإنتاج
4. تعبئة بيانات مقدم الطلب
5. تحميل المستندات
6. في خانة الملاحظات الأخيرة، اكتب: ""يرجى إرسال الطلب إلى RACS للمراجعة""
7. تقديم الطلب",Jeem1 (منصة منح الشهادات التابعة لـ SASO),وثائق داعمة إضافية: شهادة ISO 9001، ونموذج تقييم المخاطر.
EEC,extra,Energy Efficiency Card,بطاقة كفاءة الطاقة,Mandatory energy-efficiency labelling card (appliances electronics).,,,,"Prerequisites:
- Product type
- Technical data of the product
- Product QR code
- Trademark
- Country of manufacture
- Model number
- Annual consumption of the product",,SL&S portal (Energy Efficiency labelling for electrical products),Detailed procedure for electrical product energy labelling still pending RACS input.,,,"المتطلبات الأساسية:
- نوع المنتج
- البيانات التقنية للمنتج
- رمز QR للمنتج
- العلامة التجارية
- بلد الصنع
- رقم الموديل
- الاستهلاك السنوي للمنتج",,بوابة SL&S (بطاقة كفاءة الطاقة للأجهزة الكهربائية),تفاصيل إجراءات بطاقة كفاءة الطاقة للأجهزة الكهربائية لا تزال قيد التجميع من RACS.
